,num__Customer_care_calls,num__Customer_rating,num__Cost_of_the_Product,num__Prior_purchases,num__Discount_offered,num__Weight_in_gms,cat__Warehouse_block,cat__Mode_of_Shipment,cat__Product_importance,cat__Gender,Reached.on.Time_Y.N
2184,-0.9271441136243118,-0.7075919273841863,-0.13724571578148198,-1.0390873198210333,1.3375765433678595,-0.936118159524907,3.0,1.0,2.0,0.0,1
7453,1.6779954961543668,1.418221125008185,1.9520677404825044,0.2683049461214632,-0.4534339961642725,-1.1211122011662,4.0,2.0,1.0,0.0,1
7592,0.8096156262281407,-1.4161962781816433,0.9384404201168081,-1.0390873198210333,-0.7622289167732608,1.0554678597288807,0.0,2.0,2.0,0.0,1
3400,-0.05876424369808559,-0.7075919273841863,-0.2820496186908672,-0.385391186849785,-0.7004699326514631,1.2722100537310554,2.0,1.0,1.0,0.0,0
8250,0.8096156262281407,-1.4161962781816433,-0.5509711526654397,-0.385391186849785,-0.20639805967708189,0.6415207962543042,3.0,2.0,1.0,0.0,1
2862,0.8096156262281407,-0.7075919273841863,0.2971659929466736,-0.385391186849785,0.9670226386370735,-0.7401343728356164,3.0,1.0,2.0,0.0,1
1285,0.8096156262281407,-0.7075919273841863,-0.30273589053506506,-0.385391186849785,1.5228534957332525,-0.8622426511467008,4.0,2.0,1.0,1.0,1
6453,-0.9271441136243118,-0.7075919273841863,0.3385385366350694,-0.385391186849785,-0.5769519644078678,0.5047595245458897,1.0,0.0,1.0,0.0,0
2685,-0.05876424369808559,0.0010124234132708424,1.2487344977797763,0.2683049461214632,0.6582277180280852,-0.07586533882331695,1.0,2.0,1.0,0.0,1
4639,0.8096156262281407,-1.4161962781816433,0.9591266919610059,-0.385391186849785,-0.5151929802860702,0.4467580923481246,4.0,1.0,2.0,0.0,0
3616,-0.9271441136243118,0.0010124234132708424,-1.419794570121751,-0.385391186849785,-0.39167501204247485,0.49804356923878,2.0,2.0,1.0,0.0,0
927,-0.9271441136243118,0.0010124234132708424,-0.6544025118864291,-1.0390873198210333,2.8815511464128005,-1.108290831943536,1.0,2.0,1.0,0.0,1
3883,-0.9271441136243118,0.709616774210728,0.5660875269212461,-0.385391186849785,-0.3299160279206772,1.0463097388555493,4.0,2.0,2.0,0.0,1
5653,0.8096156262281407,0.0010124234132708424,-0.4475397934444503,-0.385391186849785,-0.39167501204247485,1.3473066448923725,4.0,2.0,2.0,0.0,1
6702,1.6779954961543668,0.709616774210728,-1.9576376380708957,-0.385391186849785,-0.4534339961642725,0.6262572614654187,3.0,1.0,1.0,1.0,0
1905,-1.795523983550538,0.709616774210728,-1.4611671138101465,-0.385391186849785,1.1522995910024665,-1.1015748766364264,1.0,1.0,1.0,1.0,1
9034,-0.9271441136243118,-1.4161962781816433,-1.0060691332377931,0.2683049461214632,-0.5769519644078678,1.2575570603337254,2.0,1.0,2.0,0.0,0
10961,-0.9271441136243118,-0.7075919273841863,-0.9646965895493974,0.2683049461214632,-0.4534339961642725,1.3051792888750484,4.0,0.0,2.0,1.0,0
7201,1.6779954961543668,-1.4161962781816433,1.269420769623974,0.2683049461214632,-0.20639805967708189,-1.2755791732297217,4.0,2.0,2.0,1.0,1
3886,0.8096156262281407,0.709616774210728,0.400597352167663,-0.385391186849785,-0.7622289167732608,0.6738794900067416,2.0,2.0,1.0,1.0,0
2996,-0.9271441136243118,-1.4161962781816433,-1.6266572885637296,0.2683049461214632,2.7580331781692053,-1.560702003086104,0.0,1.0,2.0,1.0,1
5117,-0.9271441136243118,0.0010124234132708424,1.2280482259355785,-0.385391186849785,-0.39167501204247485,0.6512894585191911,4.0,2.0,0.0,0.0,1
10989,0.8096156262281407,-1.4161962781816433,0.1523620900372884,0.9220010790927115,-0.26815704379887956,-1.2334518172123976,1.0,2.0,2.0,0.0,0
3445,-0.9271441136243118,-1.4161962781816433,0.8556953327400165,-1.0390873198210333,-0.5769519644078678,1.181849927780853,4.0,2.0,1.0,1.0,0
9025,-0.9271441136243118,0.709616774210728,1.5797148472869424,0.9220010790927115,-0.26815704379887956,1.028604038500442,4.0,1.0,2.0,0.0,0
7265,-0.05876424369808559,0.709616774210728,1.103930594870391,-0.385391186849785,-0.26815704379887956,1.1794077622146313,4.0,0.0,2.0,0.0,1
1041,-0.9271441136243118,-1.4161962781816433,0.5247149832328504,-0.385391186849785,0.9052636545152758,-0.2034684896584002,1.0,2.0,2.0,1.0,1
1022,-0.9271441136243118,0.709616774210728,1.0211855074935996,-0.385391186849785,0.47295076566269223,-0.9892352605902287,0.0,2.0,1.0,0.0,1
543,-0.9271441136243118,0.0010124234132708424,0.4212836240118609,-1.0390873198210333,2.0169253687076334,-0.40372606608857875,1.0,0.0,1.0,1.0,1
5802,-0.9271441136243118,0.709616774210728,-0.48891233713284604,-0.385391186849785,-0.39167501204247485,1.095153050179983,3.0,2.0,1.0,1.0,0
6310,0.8096156262281407,-0.7075919273841863,0.3385385366350694,0.9220010790927115,-0.26815704379887956,-1.041741820263995,2.0,0.0,2.0,1.0,0
5778,-0.05876424369808559,-0.7075919273841863,0.6695188861422355,0.9220010790927115,-0.3299160279206772,-1.038689113306218,3.0,2.0,2.0,0.0,0
9631,1.6779954961543668,0.709616774210728,1.683146206507932,0.2683049461214632,-0.3299160279206772,-1.1259965322986434,4.0,2.0,2.0,1.0,1
10236,-0.05876424369808559,0.709616774210728,-0.7371475992632206,-1.0390873198210333,-0.20639805967708189,0.7959877683178261,3.0,2.0,2.0,0.0,0
582,-1.795523983550538,1.418221125008185,-1.378422026433355,-0.385391186849785,2.943310130534598,-1.4105088207634702,3.0,2.0,2.0,1.0,1
5563,-0.9271441136243118,0.709616774210728,0.6488326142980376,-1.0390873198210333,-0.20639805967708189,1.181849927780853,4.0,2.0,1.0,0.0,1
9944,2.5463753660805932,1.418221125008185,1.1866756822471827,0.2683049461214632,-0.26815704379887956,-1.1412600670875288,0.0,2.0,2.0,0.0,1
10892,-0.05876424369808559,1.418221125008185,-0.9026377740168037,-1.0390873198210333,-0.39167501204247485,1.3289904031457098,0.0,2.0,1.0,0.0,0
1113,-0.9271441136243118,-0.7075919273841863,-0.15793198762567986,-0.385391186849785,-0.6387109485296655,-0.5081286440445559,1.0,2.0,0.0,1.0,1
3,-0.9271441136243118,0.0010124234132708424,-0.7164613274190228,0.2683049461214632,-0.20639805967708189,-1.4935424500150076,1.0,0.0,2.0,1.0,1
10189,-0.05876424369808559,-1.4161962781816433,0.35922480847926724,0.9220010790927115,-0.4534339961642725,-1.0679951001008783,4.0,2.0,1.0,0.0,0
8397,-0.9271441136243118,-1.4161962781816433,-0.9026377740168037,-0.385391186849785,-0.20639805967708189,0.43821051286634866,1.0,2.0,2.0,1.0,1
9676,1.6779954961543668,-0.7075919273841863,1.0004992356494016,0.2683049461214632,-0.5151929802860702,-1.1308808634310867,2.0,2.0,1.0,1.0,1
9494,-0.05876424369808559,1.418221125008185,-0.2406770750024714,0.2683049461214632,-0.7622289167732608,1.197724003961294,0.0,2.0,2.0,1.0,1
4407,-0.9271441136243118,1.418221125008185,-2.143814084668677,0.9220010790927115,-0.5769519644078678,1.2215351182319554,1.0,2.0,1.0,0.0,0
2140,-0.9271441136243118,0.0010124234132708424,-1.047441676926189,-0.385391186849785,3.190346067021789,-1.462404839045681,2.0,2.0,2.0,0.0,1
439,-0.9271441136243118,0.0010124234132708424,-0.7992064147958143,-0.385391186849785,2.7580331781692053,-1.4373726419919086,4.0,2.0,1.0,0.0,1
7733,1.6779954961543668,0.0010124234132708424,1.8693226531057128,0.2683049461214632,-0.7004699326514631,-1.5509333408212171,4.0,2.0,1.0,0.0,0
8026,1.6779954961543668,0.0010124234132708424,0.8556953327400165,-1.0390873198210333,-0.7622289167732608,-1.140038984304418,2.0,2.0,1.0,1.0,0
3061,-0.9271441136243118,1.418221125008185,0.5454012550770482,0.2683049461214632,0.9052636545152758,0.17079338336507366,4.0,2.0,1.0,1.0,1
1180,0.8096156262281407,-0.7075919273841863,-0.4061672497560545,-1.0390873198210333,-0.4534339961642725,-0.9550449426631251,2.0,2.0,0.0,0.0,1
3251,1.6779954961543668,1.418221125008185,-0.4475397934444503,-1.0390873198210333,-0.5769519644078678,1.3888234595181412,4.0,2.0,0.0,1.0,1
7795,-0.9271441136243118,-1.4161962781816433,-1.047441676926189,-1.0390873198210333,-0.20639805967708189,1.232524863279953,4.0,1.0,1.0,0.0,1
8039,-0.05876424369808559,-1.4161962781816433,0.7108914298306312,0.9220010790927115,-0.6387109485296655,-1.2737475490550556,4.0,2.0,1.0,0.0,0
2531,-0.05876424369808559,-1.4161962781816433,-1.2336181235239698,-0.385391186849785,1.58461247985505,-1.3219803189879338,4.0,2.0,0.0,0.0,1
88,-0.9271441136243118,0.0010124234132708424,0.37991108032346516,-0.385391186849785,2.2022023210730266,-0.7840933530276069,2.0,2.0,1.0,1.0,1
3855,-0.9271441136243118,0.0010124234132708424,-0.5302848808212418,0.2683049461214632,-0.4534339961642725,0.23917401921928097,1.0,2.0,1.0,0.0,0
7103,1.6779954961543668,-0.7075919273841863,-1.4818533856543445,1.5756972120639596,-0.3299160279206772,-1.1797241747555205,4.0,1.0,2.0,1.0,1
10657,-0.05876424369808559,1.418221125008185,1.1659894104029846,0.9220010790927115,-0.39167501204247485,-1.0014460884213372,4.0,2.0,1.0,1.0,0
1746,0.8096156262281407,-1.4161962781816433,0.3178522647908715,-1.0390873198210333,0.2876738132972993,-0.6357317948796392,3.0,2.0,1.0,1.0,1
2069,-0.9271441136243118,0.709616774210728,-0.42685352160025236,4.190481743948953,1.1522995910024665,-0.951992235705348,4.0,0.0,2.0,0.0,1
10103,-0.05876424369808559,0.0010124234132708424,0.02824445897210109,-1.0390873198210333,-0.3299160279206772,1.1537650237693036,4.0,2.0,1.0,1.0,0
8715,-1.795523983550538,-1.4161962781816433,-0.2613633468466693,-1.0390873198210333,-0.3299160279206772,0.42722076781835105,1.0,2.0,1.0,1.0,0
9803,-0.9271441136243118,0.709616774210728,0.6902051579864334,-0.385391186849785,-0.5769519644078678,0.509643855678333,4.0,2.0,2.0,1.0,0
2238,-1.795523983550538,1.418221125008185,0.5247149832328504,-0.385391186849785,-0.021121107311688946,-0.8866643068089177,3.0,2.0,2.0,0.0,1
10586,-0.05876424369808559,-0.7075919273841863,0.9798129638052038,-0.385391186849785,-0.5151929802860702,1.0805000567826528,0.0,2.0,1.0,0.0,1
2903,1.6779954961543668,0.709616774210728,-0.3854809779118566,-0.385391186849785,0.34943279741909694,-0.41471581113657635,4.0,2.0,0.0,0.0,1
4058,-0.05876424369808559,-0.7075919273841863,0.7936365172074228,-1.0390873198210333,-0.39167501204247485,1.375391548903922,0.0,2.0,2.0,0.0,1
4518,-0.05876424369808559,0.709616774210728,0.6902051579864334,-1.0390873198210333,-0.39167501204247485,1.1720812655159663,3.0,0.0,2.0,0.0,1
5098,0.8096156262281407,1.418221125008185,0.6074600706096419,-1.0390873198210333,-0.39167501204247485,0.4797273274921174,2.0,2.0,1.0,0.0,1
1803,-0.9271441136243118,0.709616774210728,-1.2336181235239698,-0.385391186849785,0.164155845053704,-1.5893974484892088,1.0,2.0,1.0,1.0,1
5386,-0.05876424369808559,0.709616774210728,0.17304836188148628,-1.0390873198210333,-0.39167501204247485,0.5987828988454247,2.0,2.0,2.0,1.0,0
8760,-0.05876424369808559,0.0010124234132708424,-0.48891233713284604,1.5756972120639596,-0.26815704379887956,1.3729493833377002,3.0,1.0,1.0,0.0,0
9535,-1.795523983550538,-0.7075919273841863,-1.1301867643029804,-0.385391186849785,-0.5151929802860702,0.3222076484708184,4.0,2.0,1.0,0.0,1
4721,-0.9271441136243118,-0.7075919273841863,-0.19930453131407563,1.5756972120639596,-0.39167501204247485,0.67143732444052,4.0,2.0,2.0,1.0,1
4768,-0.05876424369808559,1.418221125008185,1.2901070414681721,-1.0390873198210333,-0.26815704379887956,1.2825892573874977,2.0,1.0,1.0,0.0,0
4772,0.8096156262281407,0.0010124234132708424,1.2073619540913805,-0.385391186849785,-0.3299160279206772,0.7251649668973972,0.0,1.0,1.0,0.0,0
10367,0.8096156262281407,1.418221125008185,-1.564598473031136,-0.385391186849785,-0.5769519644078678,1.2886946713030518,4.0,2.0,1.0,0.0,0
6962,-0.9271441136243118,-1.4161962781816433,1.2073619540913805,0.2683049461214632,-0.39167501204247485,0.9058852187978021,0.0,1.0,1.0,0.0,0
5323,-0.05876424369808559,0.709616774210728,0.5660875269212461,-0.385391186849785,-0.5151929802860702,0.6720478658320754,4.0,1.0,2.0,0.0,1
710,-0.9271441136243118,0.709616774210728,-1.936951366226698,-0.385391186849785,0.5964687339062875,-1.2798529629706097,0.0,2.0,2.0,1.0,1
2771,1.6779954961543668,1.418221125008185,0.7936365172074228,0.9220010790927115,0.7817456862716805,0.16713013501574114,4.0,2.0,2.0,1.0,1
3685,-0.05876424369808559,-0.7075919273841863,1.0625580511819954,-1.0390873198210333,-0.6387109485296655,0.28496462358593766,4.0,1.0,2.0,1.0,1
407,-0.05876424369808559,1.418221125008185,-0.36479470606765874,-0.385391186849785,3.190346067021789,-0.8280523332195973,4.0,0.0,2.0,1.0,1
2152,-0.05876424369808559,-0.7075919273841863,-0.4061672497560545,-1.0390873198210333,-0.14463907555528424,0.2208577774726183,2.0,2.0,1.0,1.0,1
2855,-0.05876424369808559,-1.4161962781816433,-0.5923436963538354,1.5756972120639596,1.7081304480986454,-0.9623714393617901,4.0,1.0,1.0,1.0,1
6041,1.6779954961543668,0.709616774210728,0.8763816045842143,0.2683049461214632,-0.39167501204247485,-1.3054957014159374,4.0,0.0,1.0,0.0,0
6322,-0.9271441136243118,0.0010124234132708424,-0.7164613274190228,-0.385391186849785,-0.7622289167732608,0.9431282436826829,2.0,2.0,1.0,0.0,0
9735,0.8096156262281407,-0.7075919273841863,1.0418717793377974,-0.385391186849785,-0.6387109485296655,1.025551331542665,1.0,0.0,0.0,1.0,1
7614,0.8096156262281407,0.0010124234132708424,-0.675088783730627,0.2683049461214632,-0.20639805967708189,1.0737841014755434,3.0,2.0,2.0,1.0,1
6613,0.8096156262281407,-1.4161962781816433,1.3521658570007657,0.9220010790927115,-0.5151929802860702,-1.3830344581434761,4.0,2.0,2.0,1.0,1
9641,-0.9271441136243118,-0.7075919273841863,1.103930594870391,-1.0390873198210333,-0.4534339961642725,1.2691573467732784,4.0,2.0,1.0,1.0,1
1160,-0.05876424369808559,1.418221125008185,-1.730088647784719,2.8830894780064567,1.58461247985505,-1.3506757643910388,0.0,2.0,1.0,1.0,1
10745,0.8096156262281407,-1.4161962781816433,0.9591266919610059,1.5756972120639596,-0.7004699326514631,-1.4440885972990183,4.0,2.0,1.0,1.0,1
10913,-0.9271441136243118,-0.7075919273841863,-0.9646965895493974,0.2683049461214632,-0.20639805967708189,0.5719190776169861,4.0,2.0,2.0,0.0,1
8280,0.8096156262281407,0.709616774210728,1.1453031385587868,-0.385391186849785,-0.7004699326514631,0.9992980517057818,3.0,2.0,1.0,1.0,1
8851,1.6779954961543668,0.0010124234132708424,-0.4475397934444503,-0.385391186849785,-0.6387109485296655,0.8784108561778081,4.0,2.0,2.0,0.0,0
10141,0.8096156262281407,1.418221125008185,1.0832443230261932,0.9220010790927115,-0.20639805967708189,-1.119891118383089,4.0,0.0,2.0,1.0,1
10025,-0.9271441136243118,0.709616774210728,-0.4475397934444503,-0.385391186849785,-0.7004699326514631,1.1238484955830879,4.0,2.0,0.0,1.0,0
2317,-0.9271441136243118,-1.4161962781816433,0.09030327450469475,1.5756972120639596,1.769889432220443,0.05601160175265427,4.0,1.0,0.0,1.0,1
5022,1.6779954961543668,0.709616774210728,1.3314795851565677,0.2683049461214632,-0.6387109485296655,-1.4904897430572304,3.0,2.0,1.0,0.0,0
3562,-0.9271441136243118,-1.4161962781816433,-0.15793198762567986,-0.385391186849785,-0.6387109485296655,0.3136600689890425,2.0,0.0,2.0,0.0,0
6030,1.6779954961543668,-0.7075919273841863,1.1866756822471827,0.2683049461214632,-0.39167501204247485,-1.025867744083554,3.0,0.0,1.0,1.0,0
2691,0.8096156262281407,1.418221125008185,-1.6059710167195318,-1.0390873198210333,0.2876738132972993,-1.5197957298518907,1.0,2.0,1.0,0.0,1
3219,0.8096156262281407,0.0010124234132708424,0.02824445897210109,-1.0390873198210333,-0.39167501204247485,0.9742658546520094,1.0,2.0,1.0,0.0,0
6389,-0.05876424369808559,-0.7075919273841863,-0.2820496186908672,-1.0390873198210333,-0.7622289167732608,0.8265148378955972,4.0,2.0,1.0,0.0,0
1870,-0.9271441136243118,-1.4161962781816433,0.7108914298306312,0.2683049461214632,2.0786843528294314,-0.3127553987468208,2.0,2.0,0.0,0.0,1
2791,0.8096156262281407,0.709616774210728,-0.36479470606765874,-0.385391186849785,2.5727562258038126,-0.5282765099658848,4.0,2.0,1.0,1.0,1
3411,-0.9271441136243118,1.418221125008185,-2.081755269136083,-0.385391186849785,-0.6387109485296655,0.38387232901791607,1.0,1.0,2.0,1.0,1
5687,0.8096156262281407,-0.7075919273841863,-2.061068997291885,0.2683049461214632,-0.39167501204247485,0.48888544836544867,4.0,2.0,2.0,0.0,0
9291,1.6779954961543668,-1.4161962781816433,0.5454012550770482,0.9220010790927115,-0.6387109485296655,1.0231091659764433,1.0,1.0,2.0,1.0,1
10843,-0.05876424369808559,-1.4161962781816433,-1.1715593079913762,-1.0390873198210333,-0.7622289167732608,1.193450214220406,4.0,2.0,1.0,1.0,0
5349,-0.05876424369808559,-1.4161962781816433,0.8970678764284122,-1.0390873198210333,-0.20639805967708189,0.3704404184036968,1.0,0.0,1.0,1.0,1
7881,-0.05876424369808559,0.709616774210728,-1.212931851679772,-0.385391186849785,-0.3299160279206772,0.49254869671478124,1.0,2.0,1.0,1.0,0
7741,0.8096156262281407,-0.7075919273841863,1.2280482259355785,0.2683049461214632,-0.3299160279206772,-1.2163566582488459,4.0,2.0,2.0,1.0,1
10384,-0.9271441136243118,0.709616774210728,0.8556953327400165,-1.0390873198210333,-0.26815704379887956,0.399746405198357,2.0,2.0,0.0,1.0,0
1496,0.8096156262281407,-0.7075919273841863,-1.1301867643029804,0.2683049461214632,1.58461247985505,-1.4770578324430113,0.0,1.0,2.0,1.0,1
5064,-0.9271441136243118,1.418221125008185,-1.0060691332377931,-1.0390873198210333,-0.5769519644078678,0.5322338871658837,3.0,0.0,1.0,1.0,0
2929,1.6779954961543668,1.418221125008185,0.04893073081629897,1.5756972120639596,-0.39167501204247485,-0.5581930381521005,4.0,2.0,1.0,1.0,1
131,-0.9271441136243118,0.709616774210728,-1.378422026433355,-0.385391186849785,2.263961305194824,-1.073489972624877,4.0,1.0,1.0,1.0,1
2340,0.8096156262281407,0.709616774210728,1.0832443230261932,-0.385391186849785,2.819792162291003,0.21658398773173035,3.0,0.0,2.0,1.0,1
1650,-0.05876424369808559,-0.7075919273841863,-0.15793198762567986,0.9220010790927115,0.4111917815408946,-0.3206924368370413,3.0,0.0,1.0,0.0,1
3125,-0.05876424369808559,0.709616774210728,-0.2820496186908672,-0.385391186849785,1.7081304480986454,-0.20957390357395442,4.0,1.0,2.0,0.0,1
7090,-1.795523983550538,1.418221125008185,1.103930594870391,-0.385391186849785,-0.6387109485296655,0.4253891436436848,2.0,2.0,2.0,0.0,1
96,-0.9271441136243118,0.0010124234132708424,-1.2749906672123656,-1.0390873198210333,0.2876738132972993,-1.4642364632203473,3.0,2.0,2.0,1.0,1
774,-0.9271441136243118,1.418221125008185,-2.081755269136083,-0.385391186849785,2.5727562258038126,-1.0673845587093227,3.0,2.0,1.0,1.0,1
5746,1.6779954961543668,1.418221125008185,1.0832443230261932,2.229393345035208,-0.26815704379887956,1.4456038089327954,2.0,1.0,0.0,1.0,1
311,-0.9271441136243118,-0.7075919273841863,-1.1715593079913762,-0.385391186849785,2.63451520992561,-1.5185746470687798,4.0,2.0,1.0,0.0,1
6375,-0.05876424369808559,1.418221125008185,-0.2820496186908672,-1.0390873198210333,-0.6387109485296655,0.4614110857454547,1.0,2.0,1.0,1.0,1
2909,-0.05876424369808559,0.0010124234132708424,0.6902051579864334,-1.0390873198210333,0.22591482917550165,-0.30420781926504487,4.0,2.0,1.0,1.0,1
8560,0.8096156262281407,0.709616774210728,0.21442090556988205,1.5756972120639596,-0.4534339961642725,-1.3036640772412713,2.0,2.0,2.0,1.0,1
700,1.6779954961543668,-1.4161962781816433,1.4555972162217552,-0.385391186849785,1.399335527489657,-0.6638166988911887,2.0,0.0,2.0,0.0,1
10529,-0.9271441136243118,-0.7075919273841863,0.5040287113886525,-1.0390873198210333,-0.26815704379887956,0.911380091321801,4.0,1.0,2.0,0.0,0
469,-0.9271441136243118,1.418221125008185,-0.5716574245096375,-0.385391186849785,-0.7004699326514631,-0.10028699448553384,4.0,2.0,1.0,0.0,1
5312,0.8096156262281407,1.418221125008185,0.9591266919610059,-0.385391186849785,-0.5151929802860702,0.8918427667920275,0.0,2.0,2.0,0.0,0
8217,0.8096156262281407,0.0010124234132708424,-0.8198926866400121,-0.385391186849785,-0.39167501204247485,0.8368940415520394,1.0,0.0,2.0,0.0,0
8131,0.8096156262281407,0.709616774210728,0.5454012550770482,-0.385391186849785,-0.7622289167732608,0.45530567182990045,4.0,2.0,2.0,0.0,0
5751,-0.05876424369808559,-1.4161962781816433,0.02824445897210109,-1.0390873198210333,-0.39167501204247485,1.3680650522052569,1.0,0.0,2.0,0.0,0
119,0.8096156262281407,-1.4161962781816433,-1.3577357545891573,-0.385391186849785,0.4111917815408946,-1.3653287577883688,4.0,1.0,1.0,1.0,1
6436,-1.795523983550538,-1.4161962781816433,-0.7785201429516164,-1.0390873198210333,-0.7622289167732608,0.31243898620593163,2.0,0.0,0.0,1.0,1
3405,-0.9271441136243118,1.418221125008185,-1.4818533856543445,-1.0390873198210333,-0.39167501204247485,1.1678074757750783,1.0,1.0,2.0,1.0,0
1350,-0.05876424369808559,-1.4161962781816433,-0.17861825946987775,-0.385391186849785,2.819792162291003,-0.6473320813191922,3.0,1.0,0.0,1.0,1
5709,-0.05876424369808559,1.418221125008185,0.6488326142980376,-1.0390873198210333,-0.7622289167732608,1.25694651894217,1.0,2.0,1.0,0.0,1
7313,-0.05876424369808559,0.709616774210728,0.8763816045842143,-1.0390873198210333,-0.5151929802860702,1.2215351182319554,4.0,2.0,2.0,0.0,0
2762,0.8096156262281407,-1.4161962781816433,1.0832443230261932,-1.0390873198210333,-0.5769519644078678,-1.5454384682972184,0.0,2.0,2.0,0.0,1
1533,-0.9271441136243118,-1.4161962781816433,-0.8198926866400121,-0.385391186849785,0.9052636545152758,-1.5558176719536607,1.0,2.0,2.0,1.0,1
5987,-0.9271441136243118,-1.4161962781816433,-0.13724571578148198,4.190481743948953,-0.5151929802860702,1.0695103117346554,4.0,2.0,2.0,1.0,0
5480,-0.9271441136243118,-1.4161962781816433,0.23510717741407994,-0.385391186849785,-0.3299160279206772,0.6268678028569742,0.0,0.0,2.0,0.0,1
10720,-0.05876424369808559,0.0010124234132708424,0.9591266919610059,0.9220010790927115,-0.26815704379887956,-1.5527649649958835,2.0,2.0,2.0,0.0,0
3434,-0.05876424369808559,0.0010124234132708424,1.1659894104029846,0.2683049461214632,-0.39167501204247485,0.926033084719131,0.0,0.0,1.0,1.0,0
7660,-0.05876424369808559,0.709616774210728,0.23510717741407994,-0.385391186849785,-0.5769519644078678,1.3637912624643689,2.0,1.0,2.0,1.0,0
4315,-0.05876424369808559,0.0010124234132708424,-1.2336181235239698,-0.385391186849785,-0.4534339961642725,1.071952477300877,4.0,2.0,2.0,0.0,1
4816,1.6779954961543668,1.418221125008185,0.6902051579864334,0.2683049461214632,-0.26815704379887956,-1.119891118383089,2.0,2.0,1.0,1.0,1
2684,-0.9271441136243118,-1.4161962781816433,-0.5302848808212418,0.2683049461214632,1.3375765433678595,0.01510532851844098,0.0,2.0,1.0,0.0,1
3065,-0.9271441136243118,0.0010124234132708424,0.6695188861422355,-0.385391186849785,0.8435046703934781,-0.959318732404013,4.0,2.0,2.0,0.0,1
8698,0.8096156262281407,1.418221125008185,0.6488326142980376,0.2683049461214632,-0.7004699326514631,1.0597416494697685,2.0,2.0,2.0,0.0,0
563,-0.9271441136243118,0.0010124234132708424,0.37991108032346516,-0.385391186849785,0.040637876810108706,-0.8909380965498057,4.0,0.0,1.0,1.0,1
9427,0.8096156262281407,-0.7075919273841863,1.1453031385587868,0.9220010790927115,-0.3299160279206772,-1.3775395856194772,4.0,1.0,2.0,1.0,0
6211,0.8096156262281407,0.709616774210728,0.6281463424538397,-1.0390873198210333,-0.39167501204247485,0.48216949305833906,4.0,2.0,2.0,0.0,0
8293,-0.05876424369808559,1.418221125008185,-0.6957750555748249,2.229393345035208,-0.7004699326514631,0.4125677744210209,4.0,2.0,1.0,0.0,0
4387,0.8096156262281407,-0.7075919273841863,-0.9440103177051995,-0.385391186849785,-0.20639805967708189,1.2056610420515146,4.0,0.0,2.0,0.0,0
960,-0.9271441136243118,0.709616774210728,-0.01312808471629468,-1.0390873198210333,1.3375765433678595,-0.538655713622327,3.0,0.0,1.0,0.0,1
5890,-0.9271441136243118,0.709616774210728,-1.5025396574985423,-1.0390873198210333,-0.3299160279206772,0.7410390430778381,2.0,0.0,2.0,0.0,0
9450,2.5463753660805932,0.709616774210728,1.7658912938847233,0.2683049461214632,-0.20639805967708189,-1.5814604103989884,3.0,0.0,1.0,0.0,0
4483,0.8096156262281407,0.0010124234132708424,0.6695188861422355,-0.385391186849785,-0.20639805967708189,0.5499395875209909,4.0,2.0,2.0,0.0,1
8441,-0.9271441136243118,-1.4161962781816433,-1.6266572885637296,-1.0390873198210333,-0.7004699326514631,0.3087757378565991,4.0,2.0,2.0,1.0,0
9112,-0.9271441136243118,-1.4161962781816433,-1.0681279487703867,-0.385391186849785,-0.20639805967708189,0.44858971652279084,2.0,2.0,1.0,1.0,1
2009,-0.9271441136243118,1.418221125008185,-0.8819515021726059,0.2683049461214632,0.5964687339062875,-1.3897504134505858,4.0,2.0,2.0,1.0,1
3885,-0.9271441136243118,0.0010124234132708424,-2.2058729002012702,0.9220010790927115,-0.5151929802860702,0.6225940131160862,1.0,2.0,1.0,0.0,0
6025,0.8096156262281407,0.0010124234132708424,1.1659894104029846,0.9220010790927115,-0.4534339961642725,-1.528953850725222,4.0,0.0,1.0,1.0,1
5526,1.6779954961543668,1.418221125008185,0.8556953327400165,0.2683049461214632,-0.26815704379887956,-1.320759236204823,3.0,2.0,1.0,0.0,0
2107,0.8096156262281407,1.418221125008185,-2.1645003565128746,0.9220010790927115,2.0169253687076334,-1.4337093936425762,4.0,2.0,1.0,0.0,1
2124,-0.9271441136243118,-0.7075919273841863,0.8143227890516207,0.9220010790927115,1.399335527489657,-0.5533087070196572,3.0,2.0,1.0,0.0,1
4991,1.6779954961543668,-0.7075919273841863,0.6695188861422355,0.2683049461214632,-0.26815704379887956,-1.4440885972990183,4.0,2.0,1.0,1.0,1
1383,-0.9271441136243118,-0.7075919273841863,0.5660875269212461,0.2683049461214632,2.2022023210730266,-0.27123858412105206,1.0,0.0,2.0,0.0,1
6734,-0.05876424369808559,0.0010124234132708424,-0.19930453131407563,-1.0390873198210333,-0.20639805967708189,0.7642396159569441,0.0,2.0,1.0,0.0,0
10313,-0.9271441136243118,-0.7075919273841863,0.37991108032346516,1.5756972120639596,-0.6387109485296655,1.261220308683058,4.0,2.0,2.0,0.0,1
333,-0.9271441136243118,0.709616774210728,0.007558187127903205,-0.385391186849785,-0.3299160279206772,0.052958894794877164,1.0,2.0,2.0,1.0,1
7935,-0.05876424369808559,0.709616774210728,0.1523620900372884,-1.0390873198210333,-0.6387109485296655,1.263051932857724,1.0,1.0,2.0,0.0,1
